time	m_length	m_force	sc_extension	sc_force	hs_1_pCa	hs_1_length	hs_1_command_length	hs_1_slack_length	hs_1_a_length	hs_1_m_length	hs_1_force	hs_1_titin_force	hs_1_viscous_force	hs_1_extracellular_force	hs_1_a_pop_1	hs_1_a_pop_2	hs_1_m_pop_1	hs_1_m_pop_2	hs_1_m_pop_3	hs_1_m_pop_4	hs_1_c_pop_1	hs_1_c_pop_2	hs_1_c_pop_3
0.001	1100.000	4434.6	-nan(ind)	-nan(ind)	9.02	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.899788	0.100212	0	0	1	0	0
0.002	1100.000	4434.6	-nan(ind)	-nan(ind)	8.73	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.825135	0.174865	0	0	1	0	0
0.003	1100.000	4434.6	-nan(ind)	-nan(ind)	8.57	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.757523	0.242477	0	0	1	0	0
0.004	1100.000	4434.6	-nan(ind)	-nan(ind)	8.47	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.706115	0.293885	0	0	1	0	0
0.005	1100.000	4434.6	-nan(ind)	-nan(ind)	8.38	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.664834	0.335166	0	0	1	0	0
0.006	1100.000	4434.6	-nan(ind)	-nan(ind)	8.32	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.630401	0.369599	0	0	1	0	0
0.007	1100.000	4434.6	-nan(ind)	-nan(ind)	8.27	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.60272	0.39728	0	0	1	0	0
0.008	1100.000	4434.6	-nan(ind)	-nan(ind)	8.23	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.577064	0.422936	0	0	1	0	0
0.009	1100.000	4434.6	-nan(ind)	-nan(ind)	8.19	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999711	0.000289352	0.561535	0.438465	0	0	1	0	0
0.01	1100.000	4434.6	-nan(ind)	-nan(ind)	8.16	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.548225	0.451775	0	0	1	0	0
0.011	1100.000	4434.6	-nan(ind)	-nan(ind)	8.14	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.535783	0.464217	0	0	1	0	0
0.012	1100.000	4434.6	-nan(ind)	-nan(ind)	8.11	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999711	0.000289352	0.52691	0.47309	0	0	1	0	0
0.013	1100.000	4434.6	-nan(ind)	-nan(ind)	8.09	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.517072	0.482928	0	0	1	0	0
0.014	1100.000	4434.6	-nan(ind)	-nan(ind)	8.07	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.512249	0.487751	0	0	1	0	0
0.015	1100.000	4434.6	-nan(ind)	-nan(ind)	8.06	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.508488	0.491512	0	0	1	0	0
0.016	1100.000	4434.6	-nan(ind)	-nan(ind)	8.04	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.506269	0.493731	0	0	1	0	0
0.017	1100.000	4434.6	-nan(ind)	-nan(ind)	8.03	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.501736	0.498264	0	0	1	0	0
0.018	1100.000	4434.6	-nan(ind)	-nan(ind)	8.02	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.499035	0.500965	0	0	1	0	0
0.019	1100.000	4434.6	-nan(ind)	-nan(ind)	8.01	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999711	0.000289352	0.498167	0.501833	0	0	1	0	0
0.02	1100.000	4434.6	-nan(ind)	-nan(ind)	8	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.500772	0.499228	0	0	1	0	0
0.021	1100.000	4434.6	-nan(ind)	-nan(ind)	7.99	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.498843	0.501157	0	0	1	0	0
0.022	1100.000	4434.6	-nan(ind)	-nan(ind)	7.99	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.497878	0.502122	0	0	1	0	0
0.023	1100.000	4434.6	-nan(ind)	-nan(ind)	7.98	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.493345	0.506655	0	0	1	0	0
0.024	1100.000	4434.6	-nan(ind)	-nan(ind)	7.97	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.493248	0.506752	0	0	1	0	0
0.025	1100.000	4434.6	-nan(ind)	-nan(ind)	7.97	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.487558	0.512442	0	0	1	0	0
0.026	1100.000	4434.6	-nan(ind)	-nan(ind)	7.96	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.479842	0.520158	0	0	1	0	0
0.027	1100.000	4434.6	-nan(ind)	-nan(ind)	7.96	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.477045	0.522955	0	0	1	0	0
0.028	1100.000	4434.6	-nan(ind)	-nan(ind)	7.95	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999566	0.000434028	0.479938	0.520062	0	0	1	0	0
0.029	1100.000	4434.6	-nan(ind)	-nan(ind)	7.95	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.477913	0.522087	0	0	1	0	0
0.03	1100.000	4434.6	-nan(ind)	-nan(ind)	7.94	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.479938	0.520062	0	0	1	0	0
0.031	1100.000	4434.6	-nan(ind)	-nan(ind)	7.94	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.480228	0.519772	0	0	1	0	0
0.032	1100.000	4434.6	-nan(ind)	-nan(ind)	7.94	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.484182	0.515818	0	0	1	0	0
0.033	1100.000	4434.6	-nan(ind)	-nan(ind)	7.94	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.486111	0.513889	0	0	1	0	0
0.034	1100.000	4434.6	-nan(ind)	-nan(ind)	7.93	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.482253	0.517747	0	0	1	0	0
0.035	1100.000	4434.6	-nan(ind)	-nan(ind)	7.93	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.478202	0.521798	0	0	1	0	0
0.036	1100.000	4434.6	-nan(ind)	-nan(ind)	7.93	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.478588	0.521412	0	0	1	0	0
0.037	1100.000	4434.6	-nan(ind)	-nan(ind)	7.93	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.475502	0.524498	0	0	1	0	0
0.038	1100.000	4439.37	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4439.37	4422.39	0	0	0.999855	0.000144676	0.477527	0.522425	4.82253e-05	0	1	0	0
0.039	1100.000	4436.12	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4436.12	4422.39	0	0	0.999566	0.000434028	0.478588	0.521316	9.64506e-05	0	1	0	0
0.04	1100.000	4431.42	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4431.42	4422.39	0	0	0.999711	0.000289352	0.480035	0.519917	4.82253e-05	0	1	0	0
0.041	1100.000	4431.42	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4431.42	4422.39	0	0	0.999855	0.000144676	0.48206	0.517892	4.82253e-05	0	1	0	0
0.042	1100.000	4431.42	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4431.42	4422.39	0	0	0.999855	0.000144676	0.48669	0.513262	4.82253e-05	0	1	0	0
0.043	1100.000	4441.28	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4441.28	4422.39	0	0	0.999711	0.000289352	0.484954	0.514998	0	4.82253e-05	1	0	0
0.044	1100.000	4448.82	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4448.82	4422.38	0	0	0.999566	0.000434028	0.4837	0.516204	4.82253e-05	4.82253e-05	1	0	0
0.045	1100.000	4441.16	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4441.16	4422.39	0	0	0.999711	0.000289352	0.48534	0.514612	0	4.82253e-05	1	0	0
0.046	1100.000	4438.22	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4438.22	4422.39	0	0	0.999855	0.000144676	0.48071	0.519194	4.82253e-05	4.82253e-05	1	0	0
0.047	1100.000	4438.26	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4438.26	4422.39	0	0	0.999855	0.000144676	0.474248	0.525656	4.82253e-05	4.82253e-05	1	0	0
0.048	1100.000	4441.22	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4441.22	4422.39	0	0	0.999566	0.000434028	0.473669	0.526283	0	4.82253e-05	1	0	0
0.049	1100.000	4442.84	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4442.84	4422.39	0	0	0.999566	0.000434028	0.47473	0.525174	4.82253e-05	4.82253e-05	1	0	0
0.05	1100.000	4440.06	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4440.06	4422.39	0	0	0.999132	0.000868056	0.478877	0.520978	9.64506e-05	4.82253e-05	1	0	0
0.051	1100.000	4453.71	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4453.71	4422.38	0	0	0.999132	0.000868056	0.477431	0.522377	9.64506e-05	9.64506e-05	1	0	0
0.052	1100.000	4452.59	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4452.59	4422.38	0	0	0.999566	0.000434028	0.480999	0.518904	0	9.64506e-05	1	0	0
0.053	1100.000	4450.38	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4450.38	4422.38	0	0	0.999566	0.000434028	0.480421	0.519387	9.64506e-05	9.64506e-05	1	0	0
0.054	1100.000	4460.31	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4460.31	4422.38	0	0	0.999421	0.000578704	0.481481	0.518326	4.82253e-05	0.000144676	1	0	0
0.055	1100.000	4453.49	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4453.49	4422.39	0	0	0.999566	0.000434028	0.477045	0.522811	4.82253e-05	9.64506e-05	1	0	0
0.056	1100.000	4451.8	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4451.8	4422.39	0	0	0.999855	0.000144676	0.47907	0.520833	0	9.64506e-05	1	0	0
0.057	1100.000	4451.81	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4451.81	4422.39	0	0	0.999711	0.000289352	0.483314	0.51659	0	9.64506e-05	1	0	0
0.058	1100.000	4451.81	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4451.81	4422.39	0	0	0.999711	0.000289352	0.485147	0.514757	0	9.64506e-05	1	0	0
0.059	1100.000	4451.81	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4451.81	4422.39	0	0	0.999855	0.000144676	0.483603	0.5163	0	9.64506e-05	1	0	0
0.06	1100.000	4451.81	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4451.81	4422.39	0	0	0.999855	0.000144676	0.48071	0.519194	0	9.64506e-05	1	0	0
0.061	1100.000	4451.81	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4451.81	4422.39	0	0	0.999855	0.000144676	0.481481	0.518422	0	9.64506e-05	1	0	0
0.062	1100.000	4451.81	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4451.81	4422.39	0	0	0.999711	0.000289352	0.479649	0.520255	0	9.64506e-05	1	0	0
0.063	1100.000	4451.81	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4451.81	4422.39	0	0	0.999421	0.000578704	0.482542	0.517361	0	9.64506e-05	1	0	0
0.064	1100.000	4453.45	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4453.45	4422.39	0	0	0.999566	0.000434028	0.486208	0.513648	4.82253e-05	9.64506e-05	1	0	0
0.065	1100.000	4451.81	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4451.81	4422.39	0	0	0.999711	0.000289352	0.481674	0.518229	0	9.64506e-05	1	0	0
0.066	1100.000	4451.81	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4451.81	4422.39	0	0	0.999566	0.000434028	0.484279	0.515625	0	9.64506e-05	1	0	0
0.067	1100.000	4451.81	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4451.81	4422.39	0	0	0.999711	0.000289352	0.484182	0.515721	0	9.64506e-05	1	0	0
0.068	1100.000	4441.95	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4441.95	4422.39	0	0	0.999855	0.000144676	0.481385	0.518519	4.82253e-05	4.82253e-05	1	0	0
0.069	1100.000	4446.02	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4446.02	4422.39	0	0	0.999711	0.000289352	0.478009	0.521943	0	4.82253e-05	1	0	0
0.07	1100.000	4452.67	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4452.67	4422.39	0	0	0.999566	0.000434028	0.472897	0.527006	4.82253e-05	4.82253e-05	1	0	0
0.071	1100.000	4445.9	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4445.9	4422.39	0	0	0.999566	0.000434028	0.475405	0.524547	0	4.82253e-05	1	0	0
0.072	1100.000	4445.97	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4445.97	4422.39	0	0	0.999855	0.000144676	0.475405	0.524547	0	4.82253e-05	1	0	0
0.073	1100.000	4442.07	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4442.07	4422.39	0	0	0.999855	0.000144676	0.469907	0.529996	4.82253e-05	4.82253e-05	1	0	0
0.074	1100.000	4442.16	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4442.16	4422.39	0	0	0.999855	0.000144676	0.472319	0.527585	4.82253e-05	4.82253e-05	1	0	0
0.075	1100.000	4430.74	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4430.74	4422.39	0	0	0.999711	0.000289352	0.472704	0.527247	4.82253e-05	0	1	0	0
0.076	1100.000	4430.86	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4430.86	4422.39	0	0	0.999711	0.000289352	0.475598	0.524354	4.82253e-05	0	1	0	0
0.077	1100.000	4440.72	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4440.72	4422.39	0	0	0.999566	0.000434028	0.478492	0.52146	0	4.82253e-05	1	0	0
0.078	1100.000	4440.61	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4440.61	4422.39	0	0	0.999855	0.000144676	0.479456	0.520496	0	4.82253e-05	1	0	0
0.079	1100.000	4440.61	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4440.61	4422.39	0	0	0.999855	0.000144676	0.482157	0.517795	0	4.82253e-05	1	0	0
0.08	1100.000	4440.61	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4440.61	4422.39	0	0	0.999711	0.000289352	0.479167	0.520785	0	4.82253e-05	1	0	0
0.081	1100.000	4434.6	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999711	0.000289352	0.479167	0.520833	0	0	1	0	0
