time	m_length	m_force	sc_extension	sc_force	hs_1_pCa	hs_1_length	hs_1_command_length	hs_1_slack_length	hs_1_a_length	hs_1_m_length	hs_1_force	hs_1_titin_force	hs_1_viscous_force	hs_1_extracellular_force	hs_1_a_pop_1	hs_1_a_pop_2	hs_1_m_pop_1	hs_1_m_pop_2	hs_1_m_pop_3	hs_1_m_pop_4	hs_1_c_pop_1	hs_1_c_pop_2	hs_1_c_pop_3
0.001	1100.000	4434.6	-nan(ind)	-nan(ind)	9.02	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.898052	0.101948	0	0	1	0	0
0.002	1100.000	4434.6	-nan(ind)	-nan(ind)	8.73	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.818769	0.181231	0	0	1	0	0
0.003	1100.000	4434.6	-nan(ind)	-nan(ind)	8.57	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.758873	0.241127	0	0	1	0	0
0.004	1100.000	4434.6	-nan(ind)	-nan(ind)	8.47	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.713542	0.286458	0	0	1	0	0
0.005	1100.000	4434.6	-nan(ind)	-nan(ind)	8.38	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.672936	0.327064	0	0	1	0	0
0.006	1100.000	4434.6	-nan(ind)	-nan(ind)	8.32	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.640625	0.359375	0	0	1	0	0
0.007	1100.000	4434.6	-nan(ind)	-nan(ind)	8.27	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.609857	0.390143	0	0	1	0	0
0.008	1100.000	4434.6	-nan(ind)	-nan(ind)	8.23	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.587674	0.412326	0	0	1	0	0
0.009	1100.000	4434.6	-nan(ind)	-nan(ind)	8.19	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.56684	0.43316	0	0	1	0	0
0.01	1100.000	4434.6	-nan(ind)	-nan(ind)	8.16	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.54755	0.45245	0	0	1	0	0
