time	m_length	m_force	sc_extension	sc_force	hs_1_pCa	hs_1_length	hs_1_command_length	hs_1_slack_length	hs_1_a_length	hs_1_m_length	hs_1_force	hs_1_titin_force	hs_1_viscous_force	hs_1_extracellular_force	hs_1_a_pop_1	hs_1_a_pop_2	hs_1_m_pop_1	hs_1_m_pop_2	hs_1_m_pop_3	hs_1_m_pop_4	hs_1_c_pop_1	hs_1_c_pop_2	hs_1_c_pop_3
0.001	1100.000	4434.6	-nan(ind)	-nan(ind)	9.02	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.903646	0.0963542	0	0	1	0	0
0.002	1100.000	4434.6	-nan(ind)	-nan(ind)	8.73	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.8261	0.1739	0	0	1	0	0
0.003	1100.000	4434.6	-nan(ind)	-nan(ind)	8.57	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.765721	0.234279	0	0	1	0	0
0.004	1100.000	4434.6	-nan(ind)	-nan(ind)	8.47	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.711709	0.288291	0	0	1	0	0
0.005	1100.000	4434.6	-nan(ind)	-nan(ind)	8.38	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.671682	0.328318	0	0	1	0	0
0.006	1100.000	4434.6	-nan(ind)	-nan(ind)	8.32	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.636767	0.363233	0	0	1	0	0
0.007	1100.000	4434.6	-nan(ind)	-nan(ind)	8.27	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.606289	0.393711	0	0	1	0	0
0.008	1100.000	4434.6	-nan(ind)	-nan(ind)	8.23	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.584684	0.415316	0	0	1	0	0
0.009	1100.000	4434.6	-nan(ind)	-nan(ind)	8.19	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.562018	0.437982	0	0	1	0	0
0.01	1100.000	4434.6	-nan(ind)	-nan(ind)	8.16	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.542438	0.457562	0	0	1	0	0
0.011	1100.000	4434.6	-nan(ind)	-nan(ind)	8.14	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.5299	0.4701	0	0	1	0	0
0.012	1100.000	4434.6	-nan(ind)	-nan(ind)	8.11	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.521412	0.478588	0	0	1	0	0
0.013	1100.000	4432.42	-nan(ind)	-nan(ind)	8.09	1100	1100	-nan(ind)	1015.9	809.118	4432.42	4422.39	0	0	0.999711	0.000289352	0.514275	0.485677	4.82253e-05	0	1	0	0
0.014	1100.000	4432.44	-nan(ind)	-nan(ind)	8.07	1100	1100	-nan(ind)	1015.9	809.118	4432.44	4422.39	0	0	0.999711	0.000289352	0.50762	0.492332	4.82253e-05	0	1	0	0
0.015	1100.000	4442.29	-nan(ind)	-nan(ind)	8.06	1100	1100	-nan(ind)	1015.9	809.118	4442.29	4422.39	0	0	0.999711	0.000289352	0.51061	0.489342	0	4.82253e-05	1	0	0
