time	m_length	m_force	sc_extension	sc_force	hs_1_pCa	hs_1_length	hs_1_command_length	hs_1_slack_length	hs_1_a_length	hs_1_m_length	hs_1_force	hs_1_titin_force	hs_1_viscous_force	hs_1_extracellular_force	hs_1_a_pop_1	hs_1_a_pop_2	hs_1_m_pop_1	hs_1_m_pop_2	hs_1_m_pop_3	hs_1_m_pop_4	hs_1_c_pop_1	hs_1_c_pop_2	hs_1_c_pop_3
0.001	1100.000	4434.6	-nan(ind)	-nan(ind)	9.02	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.905768	0.0942323	0	0	1	0	0
0.002	1100.000	4434.6	-nan(ind)	-nan(ind)	8.73	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.8261	0.1739	0	0	1	0	0
0.003	1100.000	4434.6	-nan(ind)	-nan(ind)	8.57	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.762056	0.237944	0	0	1	0	0
0.004	1100.000	4434.6	-nan(ind)	-nan(ind)	8.47	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.710166	0.289834	0	0	1	0	0
0.005	1100.000	4434.6	-nan(ind)	-nan(ind)	8.38	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.675926	0.324074	0	0	1	0	0
0.006	1100.000	4434.6	-nan(ind)	-nan(ind)	8.32	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.636285	0.363715	0	0	1	0	0
0.007	1100.000	4434.6	-nan(ind)	-nan(ind)	8.27	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.603492	0.396508	0	0	1	0	0
0.008	1100.000	4434.6	-nan(ind)	-nan(ind)	8.23	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.583816	0.416184	0	0	1	0	0
0.009	1100.000	4434.6	-nan(ind)	-nan(ind)	8.19	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.564718	0.435282	0	0	1	0	0
0.01	1100.000	4434.6	-nan(ind)	-nan(ind)	8.16	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.550733	0.449267	0	0	1	0	0
0.011	1100.000	4434.6	-nan(ind)	-nan(ind)	8.14	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.539159	0.460841	0	0	1	0	0
0.012	1100.000	4434.6	-nan(ind)	-nan(ind)	8.11	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999711	0.000289352	0.529225	0.470775	0	0	1	0	0
0.013	1100.000	4434.6	-nan(ind)	-nan(ind)	8.09	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.520737	0.479263	0	0	1	0	0
0.014	1100.000	4434.6	-nan(ind)	-nan(ind)	8.07	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.511671	0.488329	0	0	1	0	0
0.015	1100.000	4434.6	-nan(ind)	-nan(ind)	8.06	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.506752	0.493248	0	0	1	0	0
0.016	1100.000	4432.42	-nan(ind)	-nan(ind)	8.04	1100	1100	-nan(ind)	1015.9	809.118	4432.42	4422.39	0	0	0.999855	0.000144676	0.502315	0.497637	4.82253e-05	0	1	0	0
0.017	1100.000	4432.44	-nan(ind)	-nan(ind)	8.03	1100	1100	-nan(ind)	1015.9	809.118	4432.44	4422.39	0	0	0.999855	0.000144676	0.496046	0.503906	4.82253e-05	0	1	0	0
0.018	1100.000	4432.44	-nan(ind)	-nan(ind)	8.02	1100	1100	-nan(ind)	1015.9	809.118	4432.44	4422.39	0	0	0.999711	0.000289352	0.498071	0.501881	4.82253e-05	0	1	0	0
0.019	1100.000	4432.44	-nan(ind)	-nan(ind)	8.01	1100	1100	-nan(ind)	1015.9	809.118	4432.44	4422.39	0	0	0.999855	0.000144676	0.496335	0.503617	4.82253e-05	0	1	0	0
0.02	1100.000	4432.44	-nan(ind)	-nan(ind)	8	1100	1100	-nan(ind)	1015.9	809.118	4432.44	4422.39	0	0	0.999711	0.000289352	0.489969	0.509983	4.82253e-05	0	1	0	0
0.021	1100.000	4434.6	-nan(ind)	-nan(ind)	7.99	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.491802	0.508198	0	0	1	0	0
0.022	1100.000	4442.25	-nan(ind)	-nan(ind)	7.99	1100	1100	-nan(ind)	1015.9	809.118	4442.25	4422.39	0	0	0.999566	0.000434028	0.482639	0.517313	4.82253e-05	0	1	0	0
0.023	1100.000	4434.6	-nan(ind)	-nan(ind)	7.98	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.488329	0.511671	0	0	1	0	0
0.024	1100.000	4434.6	-nan(ind)	-nan(ind)	7.97	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.487558	0.512442	0	0	1	0	0
0.025	1100.000	4431.33	-nan(ind)	-nan(ind)	7.97	1100	1100	-nan(ind)	1015.9	809.118	4431.33	4422.39	0	0	0.999855	0.000144676	0.485436	0.514516	4.82253e-05	0	1	0	0
0.026	1100.000	4436.53	-nan(ind)	-nan(ind)	7.96	1100	1100	-nan(ind)	1015.9	809.118	4436.53	4422.39	0	0	0.999855	0.000144676	0.484279	0.515673	4.82253e-05	0	1	0	0
0.027	1100.000	4436.48	-nan(ind)	-nan(ind)	7.96	1100	1100	-nan(ind)	1015.9	809.118	4436.48	4422.39	0	0	0.999711	0.000289352	0.485243	0.514709	4.82253e-05	0	1	0	0
0.028	1100.000	4434.6	-nan(ind)	-nan(ind)	7.95	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.486979	0.513021	0	0	1	0	0
0.029	1100.000	4434.6	-nan(ind)	-nan(ind)	7.95	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999711	0.000289352	0.486111	0.513889	0	0	1	0	0
0.03	1100.000	4443.53	-nan(ind)	-nan(ind)	7.94	1100	1100	-nan(ind)	1015.9	809.118	4443.53	4422.39	0	0	0.999711	0.000289352	0.488233	0.511719	0	4.82253e-05	1	0	0
0.031	1100.000	4443.45	-nan(ind)	-nan(ind)	7.94	1100	1100	-nan(ind)	1015.9	809.118	4443.45	4422.39	0	0	0.999711	0.000289352	0.487269	0.512683	0	4.82253e-05	1	0	0
0.032	1100.000	4443.45	-nan(ind)	-nan(ind)	7.94	1100	1100	-nan(ind)	1015.9	809.118	4443.45	4422.39	0	0	0.999855	0.000144676	0.484471	0.51548	0	4.82253e-05	1	0	0
0.033	1100.000	4443.45	-nan(ind)	-nan(ind)	7.94	1100	1100	-nan(ind)	1015.9	809.118	4443.45	4422.39	0	0	0.999711	0.000289352	0.481096	0.518856	0	4.82253e-05	1	0	0
0.034	1100.000	4435.01	-nan(ind)	-nan(ind)	7.93	1100	1100	-nan(ind)	1015.9	809.118	4435.01	4422.39	0	0	0.999711	0.000289352	0.47608	0.523823	4.82253e-05	4.82253e-05	1	0	0
0.035	1100.000	4443.52	-nan(ind)	-nan(ind)	7.93	1100	1100	-nan(ind)	1015.9	809.118	4443.52	4422.39	0	0	0.999277	0.00072338	0.475502	0.52445	0	4.82253e-05	1	0	0
0.036	1100.000	4443.45	-nan(ind)	-nan(ind)	7.93	1100	1100	-nan(ind)	1015.9	809.118	4443.45	4422.39	0	0	0.999711	0.000289352	0.474248	0.525704	0	4.82253e-05	1	0	0
0.037	1100.000	4443.45	-nan(ind)	-nan(ind)	7.93	1100	1100	-nan(ind)	1015.9	809.118	4443.45	4422.39	0	0	0.999711	0.000289352	0.471354	0.528598	0	4.82253e-05	1	0	0
0.038	1100.000	4443.45	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4443.45	4422.39	0	0	0.999566	0.000434028	0.47907	0.520882	0	4.82253e-05	1	0	0
0.039	1100.000	4443.45	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4443.45	4422.39	0	0	0.999855	0.000144676	0.481867	0.518084	0	4.82253e-05	1	0	0
0.04	1100.000	4443.45	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4443.45	4422.39	0	0	0.999566	0.000434028	0.482832	0.51712	0	4.82253e-05	1	0	0
0.041	1100.000	4443.45	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4443.45	4422.39	0	0	0.999566	0.000434028	0.481771	0.518181	0	4.82253e-05	1	0	0
0.042	1100.000	4443.45	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4443.45	4422.39	0	0	0.999566	0.000434028	0.477913	0.522039	0	4.82253e-05	1	0	0
0.043	1100.000	4434.6	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999421	0.000578704	0.47936	0.52064	0	0	1	0	0
0.044	1100.000	4427.21	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4427.21	4422.4	0	0	0.999277	0.00072338	0.478877	0.520978	0.000144676	0	1	0	0
0.045	1100.000	4439.15	-nan(ind)	-nan(ind)	7.92	1100	1100	-nan(ind)	1015.9	809.118	4439.15	4422.39	0	0	0.999855	0.000144676	0.474537	0.525367	9.64506e-05	0	1	0	0
0.046	1100.000	4434.17	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4434.17	4422.39	0	0	0.999855	0.000144676	0.475694	0.524257	4.82253e-05	0	1	0	0
0.047	1100.000	4434.6	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.475212	0.524788	0	0	1	0	0
0.048	1100.000	4434.6	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.476659	0.523341	0	0	1	0	0
0.049	1100.000	4434.6	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999711	0.000289352	0.479167	0.520833	0	0	1	0	0
0.05	1100.000	4434.6	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	0.999855	0.000144676	0.481289	0.518711	0	0	1	0	0
0.051	1100.000	4434.6	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4434.6	4422.39	0	0	1	0	0.489487	0.510513	0	0	1	0	0
0.052	1100.000	4436.82	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4436.82	4422.39	0	0	0.999566	0.000434028	0.484954	0.514998	4.82253e-05	0	1	0	0
0.053	1100.000	4436.81	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4436.81	4422.39	0	0	0.999855	0.000144676	0.487269	0.512683	4.82253e-05	0	1	0	0
0.054	1100.000	4436.81	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4436.81	4422.39	0	0	0.999711	0.000289352	0.489005	0.510947	4.82253e-05	0	1	0	0
0.055	1100.000	4436.05	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.118	4436.05	4422.39	0	0	0.999711	0.000289352	0.490162	0.50979	4.82253e-05	0	1	0	0
0.056	1100.000	4426.23	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.117	4426.23	4422.4	0	0	0.999855	0.000144676	0.4864	0.513551	4.82253e-05	0	1	0	0
